  0.10000000E-01  0.94308746E+00
  0.20000000E-01  0.94308746E+00
  0.30000000E-01  0.94038520E+00
  0.40000000E-01  0.94038520E+00
  0.50000000E-01  0.93498073E+00
  0.60000000E-01  0.93227847E+00
  0.70000000E-01  0.92687395E+00
  0.80000000E-01  0.92146944E+00
  0.90000000E-01  0.91336266E+00
  0.10000000E+00  0.90255362E+00
  0.11000000E+00  0.89174463E+00
  0.12000000E+00  0.87282881E+00
  0.13000000E+00  0.85121073E+00
  0.14000000E+00  0.82418819E+00
  0.15000000E+00  0.79176113E+00
  0.16000000E+00  0.75663181E+00
  0.17000000E+00  0.75122729E+00
  0.18000000E+00  0.75122729E+00
  0.19000000E+00  0.75122729E+00
  0.20000000E+00  0.75122729E+00
  0.21000000E+00  0.75122729E+00
  0.22000000E+00  0.75122729E+00
  0.23000000E+00  0.75122729E+00
  0.24000000E+00  0.10025371E+01
  0.25000000E+00  0.10025371E+01
  0.26000000E+00  0.10025371E+01
  0.27000000E+00  0.10025371E+01
  0.28000000E+00  0.10025371E+01
  0.29000000E+00  0.10025371E+01
  0.30000000E+00  0.10025371E+01
  0.31000000E+00  0.10025371E+01
  0.32000000E+00  0.10025371E+01
  0.33000000E+00  0.10025371E+01
  0.34000000E+00  0.10025371E+01
  0.35000000E+00  0.10025371E+01
  0.36000000E+00  0.10025371E+01
  0.37000000E+00  0.10025371E+01
  0.38000000E+00  0.10025371E+01
  0.39000000E+00  0.10025371E+01
  0.40000000E+00  0.10025371E+01
  0.41000000E+00  0.10025371E+01
  0.42000000E+00  0.10025371E+01
  0.43000000E+00  0.10025371E+01
  0.44000000E+00  0.10025371E+01
  0.45000000E+00  0.10025371E+01
  0.46000000E+00  0.10025371E+01
  0.47000000E+00  0.10025371E+01
  0.48000000E+00  0.10025371E+01
  0.49000000E+00  0.10025371E+01
  0.50000000E+00  0.10025371E+01
  0.51000000E+00  0.10025371E+01
  0.52000000E+00  0.10025371E+01
  0.53000000E+00  0.10025371E+01
  0.54000000E+00  0.10025371E+01
  0.55000000E+00  0.10025371E+01
  0.56000000E+00  0.10025371E+01
  0.57000000E+00  0.10025371E+01
  0.58000000E+00  0.10025371E+01
  0.59000000E+00  0.10025371E+01
  0.60000000E+00  0.10025371E+01
  0.61000000E+00  0.10025371E+01
  0.62000000E+00  0.10025371E+01
  0.63000000E+00  0.10025371E+01
  0.64000000E+00  0.10025371E+01
  0.65000000E+00  0.10025371E+01
  0.66000000E+00  0.10025371E+01
  0.67000000E+00  0.10025371E+01
  0.68000000E+00  0.10025371E+01
  0.69000000E+00  0.10025371E+01
  0.70000000E+00  0.10025371E+01
  0.71000000E+00  0.10025371E+01
  0.72000000E+00  0.10025371E+01
  0.73000000E+00  0.10025371E+01
  0.74000000E+00  0.10025371E+01
  0.75000000E+00  0.10025371E+01
  0.76000000E+00  0.10025371E+01
  0.77000000E+00  0.10025371E+01
  0.78000000E+00  0.10025371E+01
  0.79000000E+00  0.10025371E+01
  0.80000000E+00  0.10025371E+01
  0.81000000E+00  0.10025371E+01
  0.82000000E+00  0.10025371E+01
  0.83000000E+00  0.10025371E+01
  0.84000000E+00  0.10025371E+01
  0.85000000E+00  0.10025371E+01
  0.86000000E+00  0.10025371E+01
  0.87000000E+00  0.10025371E+01
  0.88000000E+00  0.10025371E+01
  0.89000000E+00  0.10025371E+01
  0.90000000E+00  0.10025371E+01
  0.91000000E+00  0.10025371E+01
  0.92000000E+00  0.10025371E+01
  0.93000000E+00  0.10025371E+01
  0.94000000E+00  0.10025371E+01
  0.95000000E+00  0.10025371E+01
  0.96000000E+00  0.10025371E+01
  0.97000000E+00  0.10025371E+01
  0.98000000E+00  0.10025371E+01
  0.99000000E+00  0.10025371E+01
  0.10000000E+01  0.10025371E+01
