  0.49504950E+11  0.10624527E-31 -0.12941910E-30
  0.99009901E+11  0.14606342E-31 -0.12408680E-30
  0.14851485E+12  0.24334608E-31 -0.11767536E-30
  0.19801980E+12  0.25417615E-31 -0.10267319E-30
  0.24752475E+12  0.12414691E-31 -0.90887940E-31
  0.29702970E+12  0.19419279E-32 -0.10127363E-30
  0.34653465E+12  0.44498888E-32 -0.10881341E-30
  0.39603960E+12  0.11852997E-31 -0.10997960E-30
  0.44554455E+12  0.15709624E-31 -0.11139858E-30
  0.49504950E+12  0.20093154E-31 -0.10469576E-30
  0.54455446E+12  0.17382270E-31 -0.99099242E-31
  0.59405941E+12  0.12240979E-31 -0.99427444E-31
  0.64356436E+12  0.11101895E-31 -0.10383751E-30
  0.69306931E+12  0.14488608E-31 -0.10651684E-30
  0.74257426E+12  0.20108613E-31 -0.10549713E-30
  0.79207921E+12  0.21350736E-31 -0.10006562E-30
  0.84158416E+12  0.16722231E-31 -0.97880792E-31
  0.89108911E+12  0.13997904E-31 -0.10130730E-30
  0.94059406E+12  0.16397676E-31 -0.10490166E-30
  0.99009901E+12  0.20263904E-31 -0.10579500E-30
  0.10396040E+13  0.23449986E-31 -0.10334968E-30
  0.10891089E+13  0.23979445E-31 -0.10065658E-30
  0.11386139E+13  0.22322334E-31 -0.98881265E-31
  0.11881188E+13  0.20545371E-31 -0.10081341E-30
  0.12376238E+13  0.21208916E-31 -0.10203907E-30
  0.12871287E+13  0.23759137E-31 -0.10410207E-30
  0.13366337E+13  0.27358945E-31 -0.10264903E-30
  0.13861386E+13  0.27830794E-31 -0.99632274E-31
  0.14356436E+13  0.25394691E-31 -0.98516289E-31
  0.14851485E+13  0.24419136E-31 -0.10133957E-30
  0.15346535E+13  0.26466024E-31 -0.10333800E-30
  0.15841584E+13  0.29787317E-31 -0.10341258E-30
  0.16336634E+13  0.31367617E-31 -0.10151859E-30
  0.16831683E+13  0.31494626E-31 -0.99800549E-31
  0.17326733E+13  0.30084550E-31 -0.99701651E-31
  0.17821782E+13  0.30530940E-31 -0.10143746E-30
  0.18316832E+13  0.31667943E-31 -0.10249998E-30
  0.18811881E+13  0.34493835E-31 -0.10304869E-30
  0.19306931E+13  0.36530326E-31 -0.10101804E-30
  0.19801980E+13  0.36087051E-31 -0.99485727E-31
  0.20297030E+13  0.34582991E-31 -0.99493840E-31
  0.20792079E+13  0.35022977E-31 -0.10196907E-30
  0.21287129E+13  0.37387238E-31 -0.10334563E-30
  0.21782178E+13  0.40615638E-31 -0.10268316E-30
  0.22277228E+13  0.41413827E-31 -0.10057161E-30
  0.22772277E+13  0.40877983E-31 -0.99735935E-31
  0.23267327E+13  0.40373488E-31 -0.10062783E-30
  0.23762376E+13  0.41705652E-31 -0.10191976E-30
  0.24257426E+13  0.43433052E-31 -0.10249510E-30
  0.24752475E+13  0.45816717E-31 -0.10181759E-30
  0.25247525E+13  0.46614356E-31 -0.10009532E-30
  0.25742574E+13  0.45824125E-31 -0.99718192E-31
  0.26237624E+13  0.45655315E-31 -0.10100128E-30
  0.26732673E+13  0.47387828E-31 -0.10281185E-30
  0.27227723E+13  0.50341898E-31 -0.10309895E-30
  0.27722772E+13  0.52576143E-31 -0.10114882E-30
  0.28217822E+13  0.52363309E-31 -0.99633745E-31
  0.28712871E+13  0.51671833E-31 -0.99760727E-31
  0.29207921E+13  0.52413584E-31 -0.10141351E-30
  0.29702970E+13  0.54552108E-31 -0.10214164E-30
  0.30198020E+13  0.56917650E-31 -0.10175790E-30
  0.30693069E+13  0.58052190E-31 -0.10041621E-30
  0.31188119E+13  0.58160970E-31 -0.99442557E-31
  0.31683168E+13  0.57860362E-31 -0.10033854E-30
  0.32178218E+13  0.59221246E-31 -0.10142376E-30
  0.32673267E+13  0.61769886E-31 -0.10223365E-30
  0.33168317E+13  0.64429080E-31 -0.10096562E-30
  0.33663366E+13  0.65120639E-31 -0.99112600E-31
  0.34158416E+13  0.64550175E-31 -0.98712409E-31
  0.34653465E+13  0.64730221E-31 -0.10010034E-30
  0.35148515E+13  0.66872893E-31 -0.10125294E-30
  0.35643564E+13  0.69723576E-31 -0.10099578E-30
  0.36138614E+13  0.71240792E-31 -0.99241597E-31
  0.36633663E+13  0.71701873E-31 -0.98193455E-31
  0.37128713E+13  0.71232936E-31 -0.98396391E-31
  0.37623762E+13  0.72685822E-31 -0.99620871E-31
  0.38118812E+13  0.74807128E-31 -0.10028806E-30
  0.38613861E+13  0.77645569E-31 -0.99437958E-31
  0.39108911E+13  0.78842434E-31 -0.97773333E-31
