  0.46545455E+11  0.10682308E-30 -0.18919441E-29
  0.93090909E+11  0.17197012E-30 -0.18312042E-29
  0.13963636E+12  0.25313988E-30 -0.17436705E-29
  0.18618182E+12  0.26658922E-30 -0.15805563E-29
  0.23272727E+12  0.94323680E-31 -0.14898747E-29
  0.27927273E+12  0.10472270E-31 -0.16276496E-29
  0.32581818E+12  0.85240624E-31 -0.16801806E-29
  0.37236364E+12  0.12360936E-30 -0.16767890E-29
  0.41890909E+12  0.15295436E-30 -0.16759984E-29
  0.46545455E+12  0.19556721E-30 -0.16380874E-29
  0.51200000E+12  0.17279420E-30 -0.16049921E-29
  0.55854545E+12  0.16908154E-30 -0.16007936E-29
  0.60509091E+12  0.16383737E-30 -0.16047472E-29
  0.65163636E+12  0.16066542E-30 -0.16066702E-29
  0.69818182E+12  0.16116545E-30 -0.16247875E-29
  0.74472727E+12  0.18827952E-30 -0.16370019E-29
  0.79127273E+12  0.20500289E-30 -0.16261406E-29
  0.83781818E+12  0.21542583E-30 -0.16242700E-29
  0.88436364E+12  0.22209076E-30 -0.16221171E-29
  0.93090909E+12  0.23492627E-30 -0.16170182E-29
  0.97745455E+12  0.23599760E-30 -0.16143535E-29
  0.10240000E+13  0.24398672E-30 -0.16183887E-29
  0.10705455E+13  0.25457332E-30 -0.16169914E-29
  0.11170909E+13  0.25786178E-30 -0.16150608E-29
  0.11636364E+13  0.26173451E-30 -0.16232430E-29
  0.12101818E+13  0.27466839E-30 -0.16308544E-29
  0.12567273E+13  0.28730257E-30 -0.16356935E-29
  0.13032727E+13  0.30687925E-30 -0.16385471E-29
  0.13498182E+13  0.32188988E-30 -0.16285696E-29
  0.13963636E+13  0.32414219E-30 -0.16238792E-29
  0.14429091E+13  0.32773381E-30 -0.16276670E-29
  0.14894545E+13  0.33585574E-30 -0.16340073E-29
  0.15360000E+13  0.34631668E-30 -0.16390113E-29
  0.15825455E+13  0.36029104E-30 -0.16445489E-29
  0.16290909E+13  0.37298087E-30 -0.16471705E-29
  0.16756364E+13  0.38873456E-30 -0.16480046E-29
  0.17221818E+13  0.39726076E-30 -0.16452408E-29
  0.17687273E+13  0.40508150E-30 -0.16492323E-29
  0.18152727E+13  0.41585857E-30 -0.16546697E-29
  0.18618182E+13  0.43008703E-30 -0.16607657E-29
  0.19083636E+13  0.44780440E-30 -0.16623222E-29
  0.19549091E+13  0.45996496E-30 -0.16583082E-29
  0.20014545E+13  0.46589974E-30 -0.16598019E-29
  0.20480000E+13  0.47627878E-30 -0.16669419E-29
  0.20945455E+13  0.49038868E-30 -0.16726239E-29
  0.21410909E+13  0.50508988E-30 -0.16772239E-29
  0.21876364E+13  0.52102075E-30 -0.16810549E-29
  0.22341818E+13  0.53628968E-30 -0.16818554E-29
  0.22807273E+13  0.55020159E-30 -0.16838205E-29
  0.23272727E+13  0.56407429E-30 -0.16850797E-29
  0.23738182E+13  0.57655022E-30 -0.16875935E-29
  0.24203636E+13  0.59066579E-30 -0.16908546E-29
  0.24669091E+13  0.60436448E-30 -0.16965108E-29
  0.25134545E+13  0.62186846E-30 -0.16966836E-29
  0.25600000E+13  0.63237746E-30 -0.17011352E-29
  0.26065455E+13  0.64938700E-30 -0.17072072E-29
  0.26530909E+13  0.66824344E-30 -0.17114918E-29
  0.26996364E+13  0.68671070E-30 -0.17130307E-29
  0.27461818E+13  0.70399366E-30 -0.17139854E-29
  0.27927273E+13  0.72097448E-30 -0.17140580E-29
  0.28392727E+13  0.73555761E-30 -0.17145814E-29
  0.28858182E+13  0.74984695E-30 -0.17173572E-29
  0.29323636E+13  0.76474052E-30 -0.17215230E-29
  0.29789091E+13  0.78183195E-30 -0.17287306E-29
  0.30254545E+13  0.80414492E-30 -0.17341549E-29
  0.30720000E+13  0.82739887E-30 -0.17337252E-29
  0.31185455E+13  0.84562696E-30 -0.17320119E-29
  0.31650909E+13  0.86286665E-30 -0.17324855E-29
  0.32116364E+13  0.88083473E-30 -0.17342382E-29
  0.32581818E+13  0.89944055E-30 -0.17358925E-29
  0.33047273E+13  0.91802083E-30 -0.17374849E-29
  0.33512727E+13  0.93693057E-30 -0.17407364E-29
  0.33978182E+13  0.95842807E-30 -0.17436548E-29
  0.34443636E+13  0.98085031E-30 -0.17448925E-29
  0.34909091E+13  0.10029730E-29 -0.17442954E-29
  0.35374545E+13  0.10231938E-29 -0.17444399E-29
  0.35840000E+13  0.10455961E-29 -0.17455084E-29
  0.36305455E+13  0.10686186E-29 -0.17437956E-29
  0.36770909E+13  0.10888334E-29 -0.17417600E-29
  0.37236364E+13  0.11083415E-29 -0.17423369E-29
  0.37701818E+13  0.11306208E-29 -0.17447673E-29
  0.38167273E+13  0.11555586E-29 -0.17454388E-29
  0.38632727E+13  0.11807710E-29 -0.17435209E-29
  0.39098182E+13  0.12042432E-29 -0.17410309E-29
  0.39563636E+13  0.12275086E-29 -0.17389972E-29
  0.40029091E+13  0.12515923E-29 -0.17373280E-29
  0.40494545E+13  0.12757039E-29 -0.17345822E-29
  0.40960000E+13  0.12993160E-29 -0.17327417E-29
  0.41425455E+13  0.13253771E-29 -0.17315878E-29
