  0.99990000E+00  0.79139322E+00 -0.90940444E+01
  0.98980000E+00  0.79139322E+00 -0.90940444E+01
  0.97970000E+00  0.79139322E+00 -0.90940444E+01
  0.96960000E+00  0.79139322E+00 -0.90940444E+01
  0.95950000E+00  0.79139322E+00 -0.90940444E+01
  0.94940000E+00  0.79139322E+00 -0.90940444E+01
  0.93930000E+00  0.79139322E+00 -0.90940444E+01
  0.92920000E+00  0.79139322E+00 -0.90940444E+01
  0.91910000E+00  0.79139322E+00 -0.90940444E+01
  0.90900000E+00  0.79139322E+00 -0.90940444E+01
  0.89890000E+00  0.79139322E+00 -0.90940444E+01
  0.88880000E+00  0.79139322E+00 -0.90940444E+01
  0.87870000E+00  0.79139322E+00 -0.90940444E+01
  0.86860000E+00  0.79139322E+00 -0.90940444E+01
  0.85850000E+00  0.79139322E+00 -0.90940444E+01
  0.84840000E+00  0.79139322E+00 -0.90940444E+01
  0.83830000E+00  0.79139322E+00 -0.90940444E+01
  0.82820000E+00  0.79139322E+00 -0.90940444E+01
  0.81810000E+00  0.79139322E+00 -0.90940444E+01
  0.80800000E+00  0.78831386E+00 -0.90940444E+01
  0.79790000E+00  0.78831386E+00 -0.90940444E+01
  0.78780000E+00  0.78831386E+00 -0.90940444E+01
  0.77770000E+00  0.78831386E+00 -0.90940444E+01
  0.76760000E+00  0.78831386E+00 -0.90940444E+01
  0.75750000E+00  0.78831386E+00 -0.90940444E+01
  0.74740000E+00  0.78831386E+00 -0.90940444E+01
  0.73730000E+00  0.78831386E+00 -0.90940444E+01
  0.72720000E+00  0.78831386E+00 -0.90940444E+01
  0.71710000E+00  0.78831386E+00 -0.90940444E+01
  0.70700000E+00  0.78831386E+00 -0.90940444E+01
  0.69690000E+00  0.78831386E+00 -0.90940444E+01
  0.68680000E+00  0.78831386E+00 -0.90940444E+01
  0.67670000E+00  0.78831386E+00 -0.90940444E+01
  0.66660000E+00  0.78831386E+00 -0.90940444E+01
  0.65650000E+00  0.78831386E+00 -0.90940444E+01
  0.64640000E+00  0.78831386E+00 -0.90940444E+01
  0.63630000E+00  0.78831386E+00 -0.90940444E+01
  0.62620000E+00  0.78831386E+00 -0.90940444E+01
  0.61610000E+00  0.78831386E+00 -0.90940444E+01
  0.60600000E+00  0.78831386E+00 -0.90940444E+01
  0.59590000E+00  0.78831386E+00 -0.90940444E+01
  0.58580000E+00  0.78523451E+00 -0.90940444E+01
  0.57570000E+00  0.78523451E+00 -0.90940444E+01
  0.56560000E+00  0.78523451E+00 -0.90940444E+01
  0.55550000E+00  0.78523451E+00 -0.90940444E+01
  0.54540000E+00  0.78523451E+00 -0.90940444E+01
  0.53530000E+00  0.78523451E+00 -0.90940444E+01
  0.52520000E+00  0.78523451E+00 -0.90940444E+01
  0.51510000E+00  0.78523451E+00 -0.90940444E+01
  0.50500000E+00  0.78523451E+00 -0.90940444E+01
  0.49490000E+00  0.78523451E+00 -0.90940444E+01
  0.48480000E+00  0.78215515E+00 -0.90940444E+01
  0.47470000E+00  0.78215515E+00 -0.90940444E+01
  0.46460000E+00  0.78215515E+00 -0.90940444E+01
  0.45450000E+00  0.78215515E+00 -0.90940444E+01
  0.44440000E+00  0.78215515E+00 -0.90940444E+01
  0.43430000E+00  0.78215515E+00 -0.90940444E+01
  0.42420000E+00  0.78215515E+00 -0.90940444E+01
  0.41410000E+00  0.77907579E+00 -0.90940444E+01
  0.40400000E+00  0.77907579E+00 -0.90940444E+01
  0.39390000E+00  0.77907579E+00 -0.90940444E+01
