  0.38380000E+00  0.77907579E+00 -0.90940444E+01
  0.37370000E+00  0.77599644E+00 -0.90940444E+01
  0.36360000E+00  0.77599644E+00 -0.90940444E+01
  0.35350000E+00  0.77599644E+00 -0.90940444E+01
  0.34340000E+00  0.77599644E+00 -0.90940444E+01
  0.33330000E+00  0.77599644E+00 -0.90940444E+01
  0.32320000E+00  0.77599644E+00 -0.90940444E+01
  0.31310000E+00  0.77599644E+00 -0.90940444E+01
  0.30300000E+00  0.77599644E+00 -0.90940444E+01
  0.29290000E+00  0.77599644E+00 -0.90940444E+01
  0.28280000E+00  0.77599644E+00 -0.90940444E+01
  0.27270000E+00  0.77599644E+00 -0.90940444E+01
  0.26260000E+00  0.77599644E+00 -0.90940444E+01
  0.25250000E+00  0.77599644E+00 -0.90940444E+01
  0.24240000E+00  0.77599644E+00 -0.90940444E+01
  0.23230000E+00  0.77599644E+00 -0.90940444E+01
  0.22220000E+00  0.77599644E+00 -0.90940444E+01
  0.21210000E+00  0.77599644E+00 -0.90940444E+01
  0.20200000E+00  0.77599644E+00 -0.90940444E+01
  0.19190000E+00  0.77599644E+00 -0.90940444E+01
  0.18180000E+00  0.77599644E+00 -0.90940444E+01
  0.17170000E+00  0.77599644E+00 -0.90940444E+01
  0.16160000E+00  0.77599644E+00 -0.90940444E+01
  0.15150000E+00  0.77599644E+00 -0.90940444E+01
  0.14140000E+00  0.77599644E+00 -0.90940444E+01
  0.13130000E+00  0.77599644E+00 -0.90940444E+01
  0.12120000E+00  0.77599644E+00 -0.90940444E+01
  0.11110000E+00  0.77599644E+00 -0.90940444E+01
  0.10100000E+00  0.77599644E+00 -0.90940444E+01
  0.90900000E-01  0.77599644E+00 -0.90940444E+01
  0.80800000E-01  0.77599644E+00 -0.90940444E+01
  0.70700000E-01  0.77599644E+00 -0.90940444E+01
  0.60600000E-01  0.77599644E+00 -0.90940444E+01
  0.50500000E-01  0.77599644E+00 -0.90940444E+01
  0.40400000E-01  0.77599644E+00 -0.90940444E+01
  0.30300000E-01  0.77599644E+00 -0.90940444E+01
  0.20200000E-01  0.10007891E+01 -0.90940444E+01
  0.10100000E-01  0.10007891E+01 -0.90940444E+01
 -0.12763138E-14  0.10007891E+01 -0.90940444E+01
