  0.45369795E+11  0.66988462E-31 -0.11711798E-29
  0.90739590E+11  0.83922694E-31 -0.11362750E-29
  0.13610938E+12  0.11767759E-30 -0.11226065E-29
  0.18147918E+12  0.17362313E-30 -0.10795135E-29
  0.22684897E+12  0.18273842E-30 -0.98845619E-30
  0.27221877E+12  0.92783619E-31 -0.93108934E-30
  0.31758856E+12  0.87211396E-32 -0.98399985E-30
  0.36295836E+12  0.30118549E-31 -0.10889095E-29
  0.40832815E+12  0.10107751E-30 -0.11143758E-29
  0.45369795E+12  0.14824768E-30 -0.11149318E-29
  0.49906774E+12  0.21077459E-30 -0.11281104E-29
  0.54443754E+12  0.32126500E-30 -0.10490816E-29
  0.58980733E+12  0.29022673E-30 -0.92989516E-30
  0.63517713E+12  0.20649647E-30 -0.87296050E-30
  0.68054692E+12  0.10326515E-30 -0.91328185E-30
  0.72591672E+12  0.10714644E-30 -0.99892870E-30
  0.77128651E+12  0.13233730E-30 -0.10562545E-29
  0.81665631E+12  0.19352566E-30 -0.10769313E-29
  0.86202610E+12  0.25483296E-30 -0.10958027E-29
  0.90739590E+12  0.32813791E-30 -0.10380149E-29
  0.95276569E+12  0.33323207E-30 -0.96241472E-30
  0.99813549E+12  0.28576829E-30 -0.91800710E-30
  0.10435053E+13  0.22490537E-30 -0.94166408E-30
  0.10888751E+13  0.23760921E-30 -0.98695475E-30
  0.11342449E+13  0.25557587E-30 -0.10060991E-29
  0.11796147E+13  0.28633966E-30 -0.10260933E-29
  0.12249845E+13  0.34223815E-30 -0.10180489E-29
  0.12703543E+13  0.35703934E-30 -0.97915811E-30
  0.13157241E+13  0.35102791E-30 -0.94526105E-30
  0.13610938E+13  0.32174381E-30 -0.93601535E-30
  0.14064636E+13  0.30616481E-30 -0.96740424E-30
  0.14518334E+13  0.31450668E-30 -0.99674942E-30
  0.14972032E+13  0.35311329E-30 -0.10177218E-29
  0.15425730E+13  0.38862291E-30 -0.10252071E-29
  0.15879428E+13  0.44235592E-30 -0.98786008E-30
  0.16333126E+13  0.43980976E-30 -0.94444684E-30
  0.16786824E+13  0.41679007E-30 -0.92071816E-30
  0.17240522E+13  0.38968400E-30 -0.92622844E-30
  0.17694220E+13  0.38336815E-30 -0.95005077E-30
  0.18147918E+13  0.38875189E-30 -0.97553475E-30
  0.18601616E+13  0.41649113E-30 -0.10069302E-29
  0.19055314E+13  0.47207749E-30 -0.10096497E-29
  0.19509012E+13  0.49865845E-30 -0.97752767E-30
  0.19962710E+13  0.50400939E-30 -0.94825118E-30
  0.20416408E+13  0.48990419E-30 -0.93768154E-30
  0.20870106E+13  0.48927090E-30 -0.94828956E-30
  0.21323804E+13  0.49866638E-30 -0.94794766E-30
  0.21777502E+13  0.50082002E-30 -0.95347362E-30
  0.22231200E+13  0.51451911E-30 -0.96712702E-30
  0.22684897E+13  0.54613194E-30 -0.95653290E-30
  0.23138595E+13  0.54679464E-30 -0.94077798E-30
  0.23592293E+13  0.53953399E-30 -0.93883318E-30
  0.24045991E+13  0.53969131E-30 -0.95970199E-30
  0.24499689E+13  0.56626633E-30 -0.97574876E-30
  0.24953387E+13  0.59694600E-30 -0.97192866E-30
  0.25407085E+13  0.61661308E-30 -0.96581757E-30
  0.25860783E+13  0.64608869E-30 -0.94723335E-30
  0.26314481E+13  0.64430501E-30 -0.91744494E-30
  0.26768179E+13  0.62900008E-30 -0.90445390E-30
  0.27221877E+13  0.60803145E-30 -0.91685831E-30
  0.27675575E+13  0.61413870E-30 -0.94677398E-30
  0.28129273E+13  0.63720316E-30 -0.96677361E-30
  0.28582971E+13  0.66821959E-30 -0.97648356E-30
  0.29036669E+13  0.70923267E-30 -0.97075586E-30
  0.29490367E+13  0.73173230E-30 -0.93997385E-30
  0.29944065E+13  0.72956039E-30 -0.91625318E-30
  0.30397763E+13  0.71680705E-30 -0.90860259E-30
  0.30851461E+13  0.71448890E-30 -0.92364272E-30
  0.31305158E+13  0.72504453E-30 -0.93478546E-30
  0.31758856E+13  0.74268537E-30 -0.94605040E-30
  0.32212554E+13  0.76921907E-30 -0.95265736E-30
  0.32666252E+13  0.80125937E-30 -0.93202196E-30
  0.33119950E+13  0.80042314E-30 -0.90982271E-30
  0.33573648E+13  0.79066849E-30 -0.90742332E-30
  0.34027346E+13  0.78636890E-30 -0.92705340E-30
  0.34481044E+13  0.80828242E-30 -0.94607171E-30
  0.34934742E+13  0.83723945E-30 -0.95251332E-30
  0.35388440E+13  0.86926135E-30 -0.95341741E-30
  0.35842138E+13  0.90728026E-30 -0.93148992E-30
  0.36295836E+13  0.91200005E-30 -0.89496916E-30
  0.36749534E+13  0.89447435E-30 -0.87652165E-30
  0.37203232E+13  0.87300932E-30 -0.88654110E-30
  0.37656930E+13  0.87789692E-30 -0.91632927E-30
  0.38110628E+13  0.89755942E-30 -0.93822233E-30
  0.38564326E+13  0.93185078E-30 -0.95490263E-30
  0.39018024E+13  0.98053598E-30 -0.95065745E-30
  0.39471722E+13  0.10090572E-29 -0.92079124E-30
  0.39925420E+13  0.10141825E-29 -0.89215085E-30
  0.40379117E+13  0.10039316E-29 -0.87843998E-30
  0.40832815E+13  0.99881738E-30 -0.88841423E-30
  0.41286513E+13  0.10056413E-29 -0.90133358E-30
  0.41740211E+13  0.10235204E-29 -0.91651582E-30
  0.42193909E+13  0.10566441E-29 -0.92549950E-30
  0.42647607E+13  0.10862881E-29 -0.90788642E-30
  0.43101305E+13  0.10960659E-29 -0.89285151E-30
  0.43555003E+13  0.11000550E-29 -0.88734802E-30
  0.44008701E+13  0.11043855E-29 -0.89514134E-30
  0.44462399E+13  0.11238481E-29 -0.90270932E-30
  0.44916097E+13  0.11463442E-29 -0.90986220E-30
  0.45369795E+13  0.11802272E-29 -0.90858109E-30
  0.45823493E+13  0.12075981E-29 -0.88299313E-30
  0.46277191E+13  0.12097732E-29 -0.86237907E-30
  0.46730889E+13  0.12032378E-29 -0.85822110E-30
  0.47184587E+13  0.12056279E-29 -0.87291842E-30
  0.47638285E+13  0.12233462E-29 -0.88740658E-30
  0.48091983E+13  0.12496826E-29 -0.89931868E-30
  0.48545681E+13  0.12872200E-29 -0.90475218E-30
  0.48999378E+13  0.13267802E-29 -0.88362014E-30
  0.49453076E+13  0.13391377E-29 -0.85891179E-30
  0.49906774E+13  0.13428526E-29 -0.84437672E-30
  0.50360472E+13  0.13426349E-29 -0.84731322E-30
  0.50814170E+13  0.13571631E-29 -0.85607919E-30
  0.51267868E+13  0.13772810E-29 -0.86197490E-30
  0.51721566E+13  0.14058649E-29 -0.86882044E-30
  0.52175264E+13  0.14386639E-29 -0.85483934E-30
  0.52628962E+13  0.14538675E-29 -0.84057615E-30
  0.53082660E+13  0.14636097E-29 -0.83354759E-30
  0.53536358E+13  0.14736497E-29 -0.84006129E-30
  0.53990056E+13  0.15000353E-29 -0.84760446E-30
  0.54443754E+13  0.15327316E-29 -0.84669927E-30
  0.54897452E+13  0.15665311E-29 -0.83699435E-30
  0.55351150E+13  0.15932329E-29 -0.81148727E-30
  0.55804848E+13  0.15991062E-29 -0.79096113E-30
  0.56258546E+13  0.15982422E-29 -0.78634328E-30
  0.56712244E+13  0.16045220E-29 -0.80069948E-30
  0.57165942E+13  0.16313253E-29 -0.81755704E-30
  0.57619640E+13  0.16705601E-29 -0.82478643E-30
  0.58073337E+13  0.17173492E-29 -0.81966294E-30
  0.58527035E+13  0.17570570E-29 -0.78952311E-30
  0.58980733E+13  0.17719009E-29 -0.76019175E-30
  0.59434431E+13  0.17739952E-29 -0.74470327E-30
  0.59888129E+13  0.17800044E-29 -0.74965271E-30
  0.60341827E+13  0.18021609E-29 -0.75705197E-30
  0.60795525E+13  0.18313345E-29 -0.76308664E-30
  0.61249223E+13  0.18758338E-29 -0.76089801E-30
  0.61702921E+13  0.19104901E-29 -0.73688693E-30
  0.62156619E+13  0.19280932E-29 -0.71573497E-30
  0.62610317E+13  0.19383904E-29 -0.70769986E-30
  0.63064015E+13  0.19613084E-29 -0.71538023E-30
  0.63517713E+13  0.19969484E-29 -0.71414183E-30
  0.63971411E+13  0.20360436E-29 -0.70707770E-30
  0.64425109E+13  0.20806971E-29 -0.68555394E-30
  0.64878807E+13  0.21036021E-29 -0.65209645E-30
