  0.46545455E+11 -0.34244482E-30  0.49888620E-29
  0.93090909E+11 -0.42117250E-30  0.48016305E-29
  0.13963636E+12 -0.57310214E-30  0.46910965E-29
  0.18618182E+12 -0.71521027E-30  0.45205437E-29
  0.23272727E+12 -0.75035949E-30  0.43013568E-29
  0.27927273E+12 -0.66928636E-30  0.41525423E-29
  0.32581818E+12 -0.62452196E-30  0.41296613E-29
  0.37236364E+12 -0.59898587E-30  0.40641172E-29
  0.41890909E+12 -0.50990722E-30  0.40967675E-29
  0.46545455E+12 -0.55501312E-30  0.42071345E-29
  0.51200000E+12 -0.70459531E-30  0.41822745E-29
  0.55854545E+12 -0.72269068E-30  0.41067124E-29
  0.60509091E+12 -0.74169679E-30  0.40885676E-29
  0.65163636E+12 -0.76029093E-30  0.40783850E-29
  0.69818182E+12 -0.80931627E-30  0.40544039E-29
  0.74472727E+12 -0.82854062E-30  0.40360402E-29
  0.79127273E+12 -0.86809988E-30  0.40352004E-29
  0.83781818E+12 -0.92442736E-30  0.39882109E-29
  0.88436364E+12 -0.92336755E-30  0.39547993E-29
  0.93090909E+12 -0.93923526E-30  0.39434845E-29
  0.97745455E+12 -0.95262334E-30  0.39444964E-29
  0.10240000E+13 -0.97459095E-30  0.39597797E-29
  0.10705455E+13 -0.10559859E-29  0.39384069E-29
  0.11170909E+13 -0.10652532E-29  0.39068090E-29
  0.11636364E+13 -0.10822110E-29  0.38983606E-29
  0.12101818E+13 -0.11241295E-29  0.39161219E-29
  0.12567273E+13 -0.11890243E-29  0.38926995E-29
  0.13032727E+13 -0.12310181E-29  0.38444940E-29
  0.13498182E+13 -0.12214460E-29  0.37945388E-29
  0.13963636E+13 -0.12110278E-29  0.38160977E-29
  0.14429091E+13 -0.12609990E-29  0.38417645E-29
  0.14894545E+13 -0.13181763E-29  0.38105490E-29
  0.15360000E+13 -0.13270413E-29  0.37770234E-29
  0.15825455E+13 -0.13412677E-29  0.38029675E-29
  0.16290909E+13 -0.14068682E-29  0.38030519E-29
  0.16756364E+13 -0.14506867E-29  0.37718471E-29
  0.17221818E+13 -0.14975208E-29  0.37508378E-29
  0.17687273E+13 -0.15241138E-29  0.37096782E-29
  0.18152727E+13 -0.15207788E-29  0.36814248E-29
  0.18618182E+13 -0.15439605E-29  0.37025966E-29
  0.19083636E+13 -0.15869972E-29  0.36662692E-29
  0.19549091E+13 -0.15974901E-29  0.36501180E-29
  0.20014545E+13 -0.15983582E-29  0.36685397E-29
  0.20480000E+13 -0.16709765E-29  0.36851244E-29
  0.20945455E+13 -0.17278952E-29  0.36534686E-29
  0.21410909E+13 -0.17615410E-29  0.36134765E-29
  0.21876364E+13 -0.17641164E-29  0.35813825E-29
  0.22341818E+13 -0.17814706E-29  0.35915498E-29
  0.22807273E+13 -0.18320676E-29  0.35791565E-29
  0.23272727E+13 -0.18532326E-29  0.35576971E-29
  0.23738182E+13 -0.18733131E-29  0.35601677E-29
  0.24203636E+13 -0.19290008E-29  0.35501680E-29
  0.24669091E+13 -0.19678182E-29  0.35198941E-29
  0.25134545E+13 -0.19720420E-29  0.34937937E-29
  0.25600000E+13 -0.20092154E-29  0.34937970E-29
  0.26065455E+13 -0.20493650E-29  0.34862839E-29
  0.26530909E+13 -0.20890185E-29  0.34574797E-29
  0.26996364E+13 -0.21176821E-29  0.34405626E-29
  0.27461818E+13 -0.21526851E-29  0.34111895E-29
  0.27927273E+13 -0.21634321E-29  0.33800171E-29
  0.28392727E+13 -0.21747432E-29  0.33712455E-29
  0.28858182E+13 -0.21811938E-29  0.33710608E-29
  0.29323636E+13 -0.22161739E-29  0.34017334E-29
  0.29789091E+13 -0.23286407E-29  0.34100759E-29
  0.30254545E+13 -0.23840634E-29  0.33166772E-29
  0.30720000E+13 -0.23647633E-29  0.32518058E-29
  0.31185455E+13 -0.23483059E-29  0.32681893E-29
  0.31650909E+13 -0.23912994E-29  0.32751106E-29
  0.32116364E+13 -0.24331130E-29  0.32624363E-29
  0.32581818E+13 -0.24646167E-29  0.32410052E-29
  0.33047273E+13 -0.25043727E-29  0.32097215E-29
  0.33512727E+13 -0.25160175E-29  0.31935586E-29
  0.33978182E+13 -0.25338643E-29  0.31993240E-29
  0.34443636E+13 -0.26077124E-29  0.31692293E-29
  0.34909091E+13 -0.26132823E-29  0.31311311E-29
  0.35374545E+13 -0.26343965E-29  0.31319606E-29
  0.35840000E+13 -0.26826699E-29  0.31219555E-29
  0.36305455E+13 -0.27349381E-29  0.30820380E-29
  0.36770909E+13 -0.27381785E-29  0.30305709E-29
  0.37236364E+13 -0.27301239E-29  0.30259661E-29
  0.37701818E+13 -0.27644631E-29  0.30416916E-29
  0.38167273E+13 -0.28101176E-29  0.30327416E-29
  0.38632727E+13 -0.28495939E-29  0.30218307E-29
  0.39098182E+13 -0.29215993E-29  0.29904640E-29
  0.39563636E+13 -0.29468282E-29  0.29192806E-29
  0.40029091E+13 -0.29220327E-29  0.28886188E-29
  0.40494545E+13 -0.29486480E-29  0.29113867E-29
  0.40960000E+13 -0.30034014E-29  0.28963650E-29
  0.41425455E+13 -0.30480591E-29  0.28425261E-29
  0.41890909E+13 -0.30271914E-29  0.28150553E-29
  0.42356364E+13 -0.30637210E-29  0.28321877E-29
  0.42821818E+13 -0.31056832E-29  0.28083852E-29
  0.43287273E+13 -0.31334323E-29  0.27997582E-29
  0.43752727E+13 -0.31751151E-29  0.27665233E-29
  0.44218182E+13 -0.31962861E-29  0.27478665E-29
  0.44683636E+13 -0.32545061E-29  0.27311764E-29
  0.45149091E+13 -0.32944865E-29  0.26752625E-29
  0.45614545E+13 -0.32706227E-29  0.26278034E-29
  0.46080000E+13 -0.32928500E-29  0.26429212E-29
  0.46545455E+13 -0.33302096E-29  0.26251971E-29
  0.47010909E+13 -0.33618986E-29  0.26218226E-29
  0.47476364E+13 -0.33964138E-29  0.26009295E-29
  0.47941818E+13 -0.34530155E-29  0.25768359E-29
  0.48407273E+13 -0.34941741E-29  0.25181089E-29
  0.48872727E+13 -0.34839474E-29  0.24935366E-29
  0.49338182E+13 -0.35122678E-29  0.24903357E-29
  0.49803636E+13 -0.35714353E-29  0.24494478E-29
  0.50269091E+13 -0.35635258E-29  0.24034743E-29
  0.50734545E+13 -0.35740381E-29  0.24094099E-29
  0.51200000E+13 -0.36091247E-29  0.24100431E-29
  0.51665455E+13 -0.36543070E-29  0.23953046E-29
  0.52130909E+13 -0.37015915E-29  0.23734866E-29
  0.52596364E+13 -0.37601643E-29  0.23340660E-29
  0.53061818E+13 -0.37903357E-29  0.22680045E-29
  0.53527273E+13 -0.37833635E-29  0.22315076E-29
  0.53992727E+13 -0.37987871E-29  0.22338170E-29
  0.54458182E+13 -0.38396410E-29  0.22113852E-29
  0.54923636E+13 -0.38574900E-29  0.21690457E-29
  0.55389091E+13 -0.38546177E-29  0.21662206E-29
  0.55854545E+13 -0.39285630E-29  0.21710117E-29
  0.56320000E+13 -0.39408271E-29  0.21081596E-29
  0.56785455E+13 -0.39546568E-29  0.21358886E-29
  0.57250909E+13 -0.40360779E-29  0.20807035E-29
  0.57716364E+13 -0.39938541E-29  0.20758992E-29
  0.58181818E+13 -0.40997590E-29  0.20735086E-29
  0.58647273E+13 -0.41321417E-29  0.20081597E-29
  0.59112727E+13 -0.41589983E-29  0.19661609E-29
  0.59578182E+13 -0.41554027E-29  0.19607047E-29
  0.60043636E+13 -0.42261384E-29  0.19211085E-29
  0.60509091E+13 -0.41901365E-29  0.18998137E-29
  0.60974545E+13 -0.42659631E-29  0.19286925E-29
  0.61440000E+13 -0.42958337E-29  0.18952476E-29
  0.61905455E+13 -0.43714788E-29  0.18787513E-29
  0.62370909E+13 -0.43877962E-29  0.18179794E-29
