  0.20200000E-09  0.74462540E-17
  0.20400000E-09  0.69777556E-17
  0.20600000E-09  0.65358315E-17
  0.20800000E-09  0.61189915E-17
  0.21000000E-09  0.57258290E-17
  0.21200000E-09  0.53550159E-17
  0.21400000E-09  0.50052983E-17
  0.21600000E-09  0.46754928E-17
  0.21800000E-09  0.43644817E-17
  0.22000000E-09  0.40712102E-17
  0.22200000E-09  0.37946824E-17
  0.22400000E-09  0.35339580E-17
  0.22600000E-09  0.32881496E-17
  0.22800000E-09  0.30564191E-17
  0.23000000E-09  0.28379755E-17
  0.23200000E-09  0.26320722E-17
  0.23400000E-09  0.24380040E-17
  0.23600000E-09  0.22551056E-17
  0.23800000E-09  0.20827486E-17
  0.24000000E-09  0.19203400E-17
  0.24200000E-09  0.17673198E-17
  0.24400000E-09  0.16231597E-17
  0.24600000E-09  0.14873605E-17
  0.24800000E-09  0.13594513E-17
  0.25000000E-09  0.12389876E-17
  0.25200000E-09  0.11255496E-17
  0.25400000E-09  0.10187410E-17
  0.25600000E-09  0.91818793E-18
  0.25800000E-09  0.82353729E-18
  0.26000000E-09  0.73445584E-18
  0.26200000E-09  0.65062897E-18
  0.26400000E-09  0.57175973E-18
  0.26600000E-09  0.49756782E-18
  0.26800000E-09  0.42778864E-18
  0.27000000E-09  0.36217244E-18
  0.27200000E-09  0.30048347E-18
  0.27400000E-09  0.24249921E-18
  0.27600000E-09  0.18800961E-18
  0.27800000E-09  0.13681642E-18
  0.28000000E-09  0.88732503E-19
  0.28200000E-09  0.43581234E-19
  0.28400000E-09  0.11959006E-20
  0.28600000E-09 -0.38580849E-19
  0.28800000E-09 -0.75897530E-19
  0.29000000E-09 -0.11089432E-18
  0.29200000E-09 -0.14370350E-18
  0.29400000E-09 -0.17444996E-18
  0.29600000E-09 -0.20325152E-18
  0.29800000E-09 -0.23021941E-18
  0.30000000E-09 -0.25545860E-18
  0.30200000E-09 -0.27906814E-18
  0.30400000E-09 -0.30114152E-18
  0.30600000E-09 -0.32176697E-18
  0.30800000E-09 -0.34102776E-18
  0.31000000E-09 -0.35900243E-18
  0.31200000E-09 -0.37576516E-18
  0.31400000E-09 -0.39138589E-18
  0.31600000E-09 -0.40593065E-18
  0.31800000E-09 -0.41946174E-18
  0.32000000E-09 -0.43203795E-18
  0.32200000E-09 -0.44371475E-18
  0.32400000E-09 -0.45454447E-18
  0.32600000E-09 -0.46457650E-18
  0.32800000E-09 -0.47385742E-18
  0.33000000E-09 -0.48243119E-18
  0.33200000E-09 -0.49033929E-18
  0.33400000E-09 -0.49762084E-18
  0.33600000E-09 -0.50431275E-18
  0.33800000E-09 -0.51044984E-18
  0.34000000E-09 -0.51606496E-18
  0.34200000E-09 -0.52118909E-18
  0.34400000E-09 -0.52585147E-18
  0.34600000E-09 -0.53007965E-18
  0.34800000E-09 -0.53389964E-18
  0.35000000E-09 -0.53733596E-18
  0.35200000E-09 -0.54041174E-18
  0.35400000E-09 -0.54314880E-18
  0.35600000E-09 -0.54556769E-18
  0.35800000E-09 -0.54768783E-18
  0.36000000E-09 -0.54952750E-18
  0.36200000E-09 -0.55110394E-18
  0.36400000E-09 -0.55243341E-18
  0.36600000E-09 -0.55353125E-18
  0.36800000E-09 -0.55441190E-18
  0.37000000E-09 -0.55508899E-18
  0.37200000E-09 -0.55557536E-18
  0.37400000E-09 -0.55588311E-18
  0.37600000E-09 -0.55602365E-18
  0.37800000E-09 -0.55600773E-18
  0.38000000E-09 -0.55584547E-18
  0.38200000E-09 -0.55554643E-18
  0.38400000E-09 -0.55511960E-18
  0.38600000E-09 -0.55457345E-18
  0.38800000E-09 -0.55391596E-18
  0.39000000E-09 -0.55315465E-18
  0.39200000E-09 -0.55229660E-18
  0.39400000E-09 -0.55134848E-18
  0.39600000E-09 -0.55031656E-18
  0.39800000E-09 -0.54920676E-18
  0.40000000E-09 -0.54802464E-18
