  0.47365305E+11  0.41100338E-58 -0.11293684E-28
  0.94730610E+11  0.40866337E-58 -0.83462759E-30
  0.14209591E+12  0.40634068E-58 -0.81294385E-30
  0.18946122E+12  0.40403515E-58 -0.78665273E-30
  0.23682652E+12  0.40174662E-58 -0.75532165E-30
  0.28419183E+12  0.39947494E-58 -0.72770726E-30
  0.33155713E+12  0.39721996E-58 -0.69096905E-30
  0.37892244E+12  0.39498152E-58 -0.67254705E-30
  0.42628774E+12  0.39275947E-58 -0.72299943E-30
  0.47365305E+12  0.21954926E-31 -0.76035183E-30
  0.52101835E+12  0.43804911E-31 -0.76435948E-30
  0.56838366E+12  0.58231901E-31 -0.76099758E-30
  0.61574896E+12  0.66256068E-31 -0.75909046E-30
  0.66311427E+12  0.78455679E-31 -0.75652578E-30
  0.71047957E+12  0.87963153E-31 -0.74776030E-30
  0.75784488E+12  0.92512054E-31 -0.73879265E-30
  0.80521018E+12  0.97188393E-31 -0.72730005E-30
  0.85257549E+12  0.91518588E-31 -0.71293637E-30
  0.89994079E+12  0.75331439E-31 -0.71028078E-30
  0.94730610E+12  0.67854772E-31 -0.72134950E-30
  0.99467140E+12  0.73771649E-31 -0.73001208E-30
  0.10420367E+13  0.75563045E-31 -0.73045298E-30
  0.10894020E+13  0.75703015E-31 -0.73524631E-30
  0.11367673E+13  0.79763690E-31 -0.74517691E-30
  0.11841326E+13  0.93362867E-31 -0.74963142E-30
  0.12314979E+13  0.10557239E-30 -0.74618552E-30
  0.12788632E+13  0.11212376E-30 -0.73783271E-30
  0.13262285E+13  0.11175068E-30 -0.73207200E-30
  0.13735938E+13  0.11352894E-30 -0.73074502E-30
  0.14209591E+13  0.11314625E-30 -0.72833954E-30
  0.14683245E+13  0.11358310E-30 -0.72916988E-30
  0.15156898E+13  0.11604348E-30 -0.72805721E-30
  0.15630551E+13  0.11581746E-30 -0.72765639E-30
  0.16104204E+13  0.11419581E-30 -0.72952233E-30
  0.16577857E+13  0.11513941E-30 -0.73500897E-30
  0.17051510E+13  0.12043100E-30 -0.73935470E-30
  0.17525163E+13  0.12613603E-30 -0.74158412E-30
  0.17998816E+13  0.13177284E-30 -0.74248189E-30
  0.18472469E+13  0.13687464E-30 -0.74288938E-30
  0.18946122E+13  0.14218898E-30 -0.74205099E-30
  0.19419775E+13  0.14634412E-30 -0.74149373E-30
  0.19893428E+13  0.15123347E-30 -0.73974605E-30
  0.20367081E+13  0.15306610E-30 -0.73701338E-30
